name,value,desc,
s==20|JiuZhouRefreshNumber,s==1|4,s==16|Cửu Châu Chí Tôn,
s==21|JiuZhouFirstMateRange,s==3|100,s==16|Cửu Châu Chí Tôn,
s==23|JiuZhouFreeRefreshTimes,s==1|5,s==16|Cửu Châu Chí Tôn,
s==17|JiuZhouPayRefresh,s==6|1|9|20,s==16|Cửu Châu Chí Tôn,
s==20|JiuZhouChallengeItem,s==4|1005,s==16|Cửu Châu Chí Tôn,
s==25|JiuZhouChallengeFreeTimes,s==1|3,s==16|Cửu Châu Chí Tôn,
s==20|JiuZhouChallengeCost,s==1|1,s==16|Cửu Châu Chí Tôn,
s==17|JiuZhouFightLimit,s==2|20,s==16|Cửu Châu Chí Tôn,
s==19|JiuZhouWarOrderTime,s==2|28,s==16|Cửu Châu Chí Tôn,
s==20|JiuZhouWarOrderLimit,s==3|112,s==16|Cửu Châu Chí Tôn,
s==20|JiuZhouWarOrderLevel,s==7|1|9|600,s==16|Cửu Châu Chí Tôn,
s==20|JiuZhouWarOrderGrade,s==5|10|60,s==16|Cửu Châu Chí Tôn,
s==18|JiuZhouMainRefresh,s==2|30,s==16|Cửu Châu Chí Tôn,
s==17|JiuZhouSkipBattle,s==1|0,s==16|Cửu Châu Chí Tôn,
s==15|JiuZhouRankShow,s==3|100,s==16|Cửu Châu Chí Tôn,
s==20|JiuZhouWarOrderScore,s==4|6556,s==16|Cửu Châu Chí Tôn,
s==17|JiuZhouShowReward,s==23|2|19648,1|9,1|85,2|6556,s==16|Cửu Châu Chí Tôn,
s==24|JiuZhouWarOrderShopLimit,s==5|28825,s==16|Cửu Châu Chí Tôn,
s==22|JiuZhouChallengeRecord,s==2|14,s==16|Cửu Châu Chí Tôn,
s==21|JiuZhouWarOrderBuyMax,s==2|50,s==16|Cửu Châu Chí Tôn,
s==16|heroGameAddSpeed,s==5|10016,s==16|Hào Hùng Chi Lối,
s==20|heroGameAddSpeedTime,s==3|300,s==16|Hào Hùng Chi Lối,
s==15|heroGameAddGold,s==2|10,s==16|Hào Hùng Chi Lối,
s==15|heroGameLottery,s==5|10017,s==16|Hào Hùng Chi Lối,
s==25|heroGameLotteryInitialNum,s==2|50,s==16|Hào Hùng Chi Lối,
s==20|heroGameLotterySpeed,s==1|5,s==16|Hào Hùng Chi Lối,
s==24|heroGameLotteryBackstage,s==2|16,s==16|Hào Hùng Chi Lối,
s==16|heroGameTypeName,s==87|1:Chư Hầu Vương|2:Đại Thừa Tướng|3:Đại Tướng Quân|4:Thái Úy|5:Đô Đốc|6:Ngự Sử|7:Hiệu Úy,s==16|Hào Hùng Chi Lối,
s==15|heroGamePowerLv,s==1|5,s==16|Hào Hùng Chi Lối,
s==16|heroGameTaskLock,s==6|411013,s==16|Hào Hùng Chi Lối,
s==23|skipSelectPlaynameTimes,s==2|10,s==21|Bỏ Qua Lựa Chọn Tướng,
s==14|GuJuanShowItem,s==4|4731,s==18|Danh Tướng Chu Thẻ,
s==14|GiftDailyLimit,s==3|500,s==26|Quà Tặng Tu Luyện Võ Tướng,
s==21|winterFishingFreeTime,s==1|5,s==35|Hoạt Động Câu Cá Ánh Dương Đông Thì,
s==16|winterFishingBuy,s==16|30|30|50|100|150,s==35|Hoạt Động Câu Cá Ánh Dương Đông Thì,
s==22|winterFishingStrength1,s==13|1:8000|2:2000,s==35|Hoạt Động Câu Cá Ánh Dương Đông Thì,
s==22|winterFishingStrength2,s==20|1:3500|2:5000|3:1500,s==35|Hoạt Động Câu Cá Ánh Dương Đông Thì,
s==22|winterFishingStrength3,s==20|1:2000|2:5000|3:3000,s==35|Hoạt Động Câu Cá Ánh Dương Đông Thì,
s==20|LingLongBaojianPayLv,s==7|1|9|600,s==18|Linh Lung Bảo Điển,
s==26|LingLongBaojianPayIntegral,s==5|20:60,s==18|Linh Lung Bảo Điển,
s==24|LingLongBaojianOncelimit,s==3|200,s==18|Linh Lung Bảo Điển,
s==20|LingLongBaojianScore,s==4|7516,s==18|Linh Lung Bảo Điển,
s==21|LingLongBaojianItemId,s==4|7517,s==18|Linh Lung Bảo Điển,
s==21|LingLongBaojianBuyMax,s==2|40,s==18|Linh Lung Bảo Điển,
s==21|RecommendedForJueZhan,s==1|4,s==16|Đội Hình Tiến Cử,
s==19|GodBeastNeiDanGroup,s==17|2|4|1,3|5|2,3|6|3,s==16|Linh Thú Nội Đan,
s==23|GodBeastNeiDanGetFloors,s==1|5,s==16|Linh Thú Nội Đan,
s==25|GodBeastNeiDanLvUpConsume,s==23|2756|1,2757|50,2758|500,s==16|Linh Thú Nội Đan,
s==22|GodBeastNeiDanIncubate,s==4|2759,s==16|Linh Thú Nội Đan,
s==27|GodBeastNeiDanYiJianHeCheng,s==3|3|4,s==16|Linh Thú Nội Đan,
s==21|GodBeastNeiDanLianHua,s==3|5|6,s==16|Linh Thú Nội Đan,
s==19|GodBeastNeiDanReset,s==3|200,s==16|Linh Thú Nội Đan,
s==18|martFreeRecentShow,s==2|50,s==18|Trường Đấu Đấu Giá,
s==12|martGridGold,s==9|1000|2000,s==18|Trường Đấu Đấu Giá,
s==23|neiDanDirectSellQuality,s==1|6,s==18|Trường Đấu Đấu Giá,
s==18|martLatestShowTime,s==6|604800,s==18|Trường Đấu Đấu Giá,
s==18|DragonVeinAttriNum,s==9|1|5|12|18,s==9|Long Mạch,
s==20|DragonVeinQualityNum,s==1|1,s==9|Long Mạch,
s==17|DragonVeinLongMai,s==4|2760,s==9|Long Mạch,
s==17|DragonVeinLongHun,s==4|2761,s==9|Long Mạch,
s==19|DragonVeinAttrGroup,s==10|1-13,14-26,s==9|Long Mạch,
s==18|DragonVeinUneffect,s==19|5010|5011|5012|5950,s==9|Long Mạch,
s==19|DragonVeinSpineCold,s==5|720|1,s==9|Long Mạch,
s==15|DragonVeinSpeed,s==3|1.6,s==9|Long Mạch,
s==18|DragonVeinShowTime,s==3|500,s==9|Long Mạch,
s==16|DragonVeinMaxExp,s==6|500000,s==9|Long Mạch,
s==22|DragonVeinAccelerateLv,s==1|5,s==9|Long Mạch,
s==20|DragonVeinBackground,s==1|3,s==9|Long Mạch,
