id,name,detail,isPassive,type,round,combine,exForce,exRound,useTimes,noDispel,forever,subCls,priority,checkDead,eventType,Func-use-1,Func-id-1,Func-value-1,Func-calcFun-1,Func-dependentTarget-1,Func-dependentType-1,Func-dependentId-1,Func-dependentCalcType-1,Func-dependentValue-1,Func-exDependentValue-1,Func-use-2,Func-id-2,Func-value-2,Func-calcFun-2,Func-dependentTarget-2,Func-dependentType-2,Func-dependentId-2,Func-dependentCalcType-2,Func-dependentValue-2,Func-exDependentValue-2,conditionType,condition-condition-1,condition-conditionValue-1,condition-conditionParam-1,condition-condition-2,condition-conditionValue-2,condition-conditionParam-2,iconId,buffEnterArmatureId,buffEnterAnim,buffEnterBackArmatureId,buffEnterBackAnim,buffSustainArmatureId,buffSustainAnim,buffSustainBackArmatureId,buffSustainBackAnim,buffRemoveArmatureId,buffRemoveAnim,buffRemoveBackArmatureId,buffRemoveBackAnim,buffHramArmatureId,buffHramAnim,buffHramBackArmatureId,buffHramBackAnim,pauseHeroAnim,heroGray,posType,reverse,spBuffEffectId,flyWordPicId,buffFlyWordType,isForce,
316431,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 25%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
316441,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 25.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2550,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
316451,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 26%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
316461,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 26.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2650,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
316471,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 27%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
316481,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 27.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2750,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
316491,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 28%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31601411,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 25%】， kéo dài 2 lượt， không thể giải trừ,1,1,2,-1,,,,1,,82,,,s==3|4:5,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31601412,s==27|Thánh Huyết Hộ Thể·Diễm Hỏa,s==252|Tướng mang 【Thánh Hỏa Hộ Thủ】 khi bị tấn công， có 20% xác suất gán 1 tầng 【Điểm Nhiệt】 lên kẻ tấn công， mỗi lượt mất đi 【Công lực của kẻ thi triển * 20%】 sinh mệnh， kéo dài 2 lượt， tối đa chồng lên 5 tầng。【Thánh Hỏa Hộ Thủ·Diễm Hỏa】 không thể giải trừ。,1,1,2,5,,,,1,,82,,,s==3|6:3,,31601412,,,,,,,,,,,,,,,,,,,,,,,,,,17215,,,,,,,,,,,,,,,,,,,,,,,,,
31601421,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 30%】， kéo dài 2 lượt， không thể giải trừ,1,1,2,-1,,,,1,,82,,,s==3|4:5,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31601431,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 35%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3500,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31601432,s==27|Thánh Huyết Hộ Thể·Diễm Hỏa,s==252|Tướng mang 【Thánh Hỏa Hộ Thủ】 khi bị tấn công， có 20% xác suất gán 1 tầng 【Điểm Nhiệt】 lên kẻ tấn công， mỗi lượt mất đi 【Công lực của kẻ thi triển * 20%】 sinh mệnh， kéo dài 3 lượt， tối đa chồng lên 5 tầng。【Thánh Hỏa Hộ Thủ·Diễm Hỏa】 không thể giải trừ。,1,1,3,5,,,,1,,82,,,s==3|6:3,,31601412,,,,,,,,,,,,,,,,,,,,,,,,,,17215,,,,,,,,,,,,,,,,,,,,,,,,,
31601441,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 35.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3550,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31601451,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 36%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31601461,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 36.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3650,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31601471,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 37%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3700,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31601481,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 37.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31601491,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 38%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3800,,,,,,,,,,,,,,,,,,,,,,,,,17215,18,s==9|effect_in,,,18,s==11|effect_idle,,,18,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602411,s==18|Thánh Huyết Hộ Thể,s==145|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【Sát thương lần này * 15%】 sát thương phản lại， kéo dài 2 lượt， không thể giải trừ,1,1,2,-1,,,,1,,82,,,s==3|4:5,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602421,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 20%】， kéo dài 2 lượt， không thể giải trừ,1,1,2,-1,,,,1,,82,,,s==3|4:5,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602431,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 25%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602441,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 25.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2550,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602451,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 26%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602461,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 26.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2650,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602471,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 27%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602481,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 27.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2750,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602491,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 28%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
316511,s==17|Liên Lí Cộng Sinh,s==110|Dựa theo thương tổn do tướng bên ta gây ra * 5%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,500,,,,,,5,,,,,,,,,,,,,,,,,,,17221,54,s==9|effect_in,,,54,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
316521,s==17|Liên Lí Cộng Sinh,s==110|Dựa theo thương tổn do tướng bên ta gây ra * 6%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,600,,,,,,5,,,,,,,,,,,,,,,,,,,17221,54,s==9|effect_in,,,54,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
316531,s==17|Liên Lí Cộng Sinh,s==110|Dựa theo thương tổn do tướng bên ta gây ra * 7%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,700,,,,,,5,,,,,,,,,,,,,,,,,,,17221,54,s==9|effect_in,,,54,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
316541,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 7.2%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,720,,,,,,5,,,,,,,,,,,,,,,,,,,17221,54,s==9|effect_in,,,54,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
316551,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 7.4%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,740,,,,,,5,,,,,,,,,,,,,,,,,,,17221,54,s==9|effect_in,,,54,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
316561,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 7.6%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,760,,,,,,5,,,,,,,,,,,,,,,,,,,17221,54,s==9|effect_in,,,54,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
316571,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 7.8%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,780,,,,,,5,,,,,,,,,,,,,,,,,,,17221,54,s==9|effect_in,,,54,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
316581,s==17|Liên Lí Cộng Sinh,s==110|Dựa theo thương tổn do tướng bên ta gây ra * 8%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,800,,,,,,5,,,,,,,,,,,,,,,,,,,17221,54,s==9|effect_in,,,54,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
316591,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 8.2%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,820,,,,,,5,,,,,,,,,,,,,,,,,,,17221,54,s==9|effect_in,,,54,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602511,s==17|Liên Lí Cộng Sinh,s==110|Dựa theo thương tổn do tướng bên ta gây ra * 5%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,500,,,,,,5,,,,,,,,,,,,,,,,,,,17221,69,s==9|effect_in,,,69,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602521,s==17|Liên Lí Cộng Sinh,s==110|Dựa theo thương tổn do tướng bên ta gây ra * 6%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,600,,,,,,5,,,,,,,,,,,,,,,,,,,17221,69,s==9|effect_in,,,69,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602531,s==17|Liên Lí Cộng Sinh,s==110|Dựa theo thương tổn do tướng bên ta gây ra * 7%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,700,,,,,,5,,,,,,,,,,,,,,,,,,,17221,69,s==9|effect_in,,,69,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602541,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 7.2%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,720,,,,,,5,,,,,,,,,,,,,,,,,,,17221,69,s==9|effect_in,,,69,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602551,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 7.4%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,740,,,,,,5,,,,,,,,,,,,,,,,,,,17221,69,s==9|effect_in,,,69,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602561,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 7.6%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,760,,,,,,5,,,,,,,,,,,,,,,,,,,17221,69,s==9|effect_in,,,69,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602571,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 7.8%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,780,,,,,,5,,,,,,,,,,,,,,,,,,,17221,69,s==9|effect_in,,,69,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602581,s==17|Liên Lí Cộng Sinh,s==110|Dựa theo thương tổn do tướng bên ta gây ra * 8%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,800,,,,,,5,,,,,,,,,,,,,,,,,,,17221,69,s==9|effect_in,,,69,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602591,s==17|Liên Lí Cộng Sinh,s==112|Dựa theo thương tổn do tướng bên ta gây ra * 8.2%， phục hồi sinh lực cho toàn bộ tướng thuộc phe mang trạng thái,1,1,999,-1,,,,1,1,54,,,,,,820,,,,,,5,,,,,,,,,,,,,,,,,,,17221,69,s==9|effect_in,,,69,s==11|effect_idle,,,,,,,,,,,,,3,1,,363,,,
31602611,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 25%】， kéo dài 2 lượt， không thể giải trừ,1,1,2,-1,,,,1,,82,,,s==3|4:5,,,2500,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602621,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 30%】， kéo dài 2 lượt， không thể giải trừ,1,1,2,-1,,,,1,,82,,,s==3|4:5,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602631,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 35%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3500,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602641,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 35.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3550,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602651,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 36%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602661,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 36.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3650,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602671,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 37%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3700,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602681,s==18|Thánh Huyết Hộ Thể,s==127|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 37.5%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602691,s==18|Thánh Huyết Hộ Thể,s==125|Tướng mang trạng thái này khi bị tấn công， kẻ tấn công sẽ chịu 【thương tổn lần này * 38%】， kéo dài 3 lượt， không thể giải trừ,1,1,3,-1,,,,1,,82,,,s==3|4:5,,,3800,,,,,,,,,,,,,,,,,,,,,,,,,17215,68,s==9|effect_in,,,68,s==11|effect_idle,,,68,s==10|effect_out,,,,,,,,,3,1,,335,,,
31602612,s==27|Thánh Huyết Hộ Thể·Diễm Hỏa,s==252|Tướng mang 【Thánh Hỏa Hộ Thủ】 khi bị tấn công， có 20% xác suất gán 1 tầng 【Điểm Nhiệt】 lên kẻ tấn công， mỗi lượt mất đi 【Công lực của kẻ thi triển * 20%】 sinh mệnh， kéo dài 2 lượt， tối đa chồng lên 5 tầng。【Thánh Hỏa Hộ Thủ·Diễm Hỏa】 không thể giải trừ。,1,1,2,5,,,,1,,82,,,s==3|6:3,,31601412,,,,,,,,,,,,,,,,,,,,,,,,,,17215,,,,,,,,,,,,,,,,,,,,,,,,,
31602622,s==27|Thánh Huyết Hộ Thể·Diễm Hỏa,s==252|Tướng mang 【Thánh Hỏa Hộ Thủ】 khi bị tấn công， có 20% xác suất gán 1 tầng 【Điểm Nhiệt】 lên kẻ tấn công， mỗi lượt mất đi 【Công lực của kẻ thi triển * 20%】 sinh mệnh， kéo dài 3 lượt， tối đa chồng lên 5 tầng。【Thánh Hỏa Hộ Thủ·Diễm Hỏa】 không thể giải trừ。,1,1,3,5,,,,1,,82,,,s==3|6:3,,31601412,,,,,,,,,,,,,,,,,,,,,,,,,,17215,,,,,,,,,,,,,,,,,,,,,,,,,
318212,s==10|Điểm Nhiệt,s==126|Tướng mang trạng thái này mỗi lượt mất đi 【Công lực của kẻ thi triển * 30%】 sinh mệnh， kéo dài 2 lượt， tối đa chồng lên 5 tầng,,2,2,5,,,,,,3,,,,4,99,,1,1,1,2,1,2250,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,,
318213,s==20|Tinh Hỏa Liêu Nguyên,s==248|Tướng mang trạng thái này mỗi lần bị tấn công sẽ nhận thêm 1 tầng hiệu quả 【Điểm Nhiệt】 tương đương với Công lực của Chu Du * 15%， kéo dài 2 lượt， không thể giải trừ (mỗi lượt tối đa kích hoạt 4 lần， và hiệu quả này mất tác dụng khi Chu Du tử trận),1,2,2,1,,,4,1,,55,,,s==3|4:5,,318212,,,,,,,,,,,,,,,,,,,,,,,,,,17224,,,,,,,,,,,,,,,,,,,,,,364,,,
318412,s==8|Hỗn Loạn,s==141|Tướng mang trạng thái này không thể phân biệt địch ta， giai đoạn ra tay sẽ buộc dùng công kích thường lên mục tiêu ngẫu nhiên， kéo dài 2 lượt,,2,2,-1,,,,,,17201,,,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,17208,,,,,6,s==17|effect_hunluan_cx,,,,,,,,,,,,,1,1,,322,,,
318511,s==9|Bạo kích ,s==39|Tỷ lệ chí mạng tăng 20%， kéo dài 1 lượt,,1,1,-1,,,,1,1,17405,,,,5,5,2000,0,,,,,,,,,,,,,,,,,,,,,,,,17102,,,,,,,,,,,,,,,,,,,,,,105,,,
318512,s==22| sát thương pháp thuật,s==66|Sát thương pháp thuật tăng 20%， kéo dài 1 lượt， không thể giải trừ,,1,1,-1,,,,1,1,17401,,,,5,13,2000,0,,,,,,,,,,,,,,,,,,,,,,,,17110,,,,,,,,,,,,,,,,,,,,,,107,,,
319212,s==10|Điểm Nhiệt,s==126|Tướng mang trạng thái này mỗi lượt mất đi 【Công lực của kẻ thi triển * 30%】 sinh mệnh， kéo dài 3 lượt， tối đa chồng lên 5 tầng,,2,3,5,,,,,,3,,,,4,2,3000,1,1,1,2,1,3000,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,,
319412,s==10|Điểm Nhiệt,s==128|Tướng mang trạng thái này mỗi lượt mất sinh mệnh bằng 20% công kích của người thi triển， kéo dài 2 lượt， tối đa cộng dồn 5 tầng.,,2,2,5,,,,,,3,,,,4,2,2000,1,1,1,2,1,2000,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,,
